transaction_id,customer_id,transaction_date,transaction_time,customer_age_group,customer_location_city,customer_location_state,zip_code,membership_tier,product_category,product_name,quantity,unit_price,total_amount,payment_method,transaction_month,transaction_quarter,transaction_year,month_year,day_of_week,customer_first_purchase_date,days_since_first_purchase
TXN015490,CUST00593,2024-09-19,14:04,18-25,Tucson,AZ,64108,Gold,Topicals,THC Balm 200mg,1,35.02,35.02,Credit Card,9,3,2024,2024-09,Thursday,2024-07-22,59
TXN033130,CUST00070,2024-09-19,12:56,56+,Las Vegas,NV,11284,Silver,Topicals,THC Balm 200mg,1,35.86,35.86,Debit Card,9,3,2024,2024-09,Thursday,2024-09-19,0
TXN033131,CUST00070,2024-09-19,18:51,56+,Las Vegas,NV,39217,Silver,Flower,Wedding Cake,1,44.16,44.16,Debit Card,9,3,2024,2024-09,Thursday,2024-09-19,0
TXN033330,CUST00382,2024-09-19,14:40,26-35,San Francisco,CA,32871,Platinum,Topicals,THC Balm 200mg,2,34.6,69.2,Debit Card,9,3,2024,2024-09,Thursday,2024-07-09,72
TXN033331,CUST00382,2024-09-19,17:34,26-35,San Francisco,CA,52448,Platinum,Vapes,Sativa Cart 0.5g,1,36.22,36.22,Digital Wallet,9,3,2024,2024-09,Thursday,2024-07-09,72
TXN034110,CUST00618,2024-09-19,15:46,46-55,Los Angeles,CA,68069,Gold,Concentrates,Distillate 1g,1,56.92,56.92,Cash,9,3,2024,2024-09,Thursday,2024-09-18,1
TXN034111,CUST00618,2024-09-19,20:43,46-55,Los Angeles,CA,90684,Gold,Edibles,Cookies 50mg,1,18.86,18.86,Debit Card,9,3,2024,2024-09,Thursday,2024-09-18,1
TXN034112,CUST00618,2024-09-19,13:44,46-55,Los Angeles,CA,23298,Gold,Vapes,Sativa Cart 0.5g,1,34.91,34.91,Digital Wallet,9,3,2024,2024-09,Thursday,2024-09-18,1
TXN043340,CUST00925,2024-09-19,18:51,56+,Los Angeles,CA,96649,Gold,Topicals,CBD Lotion 100mg,1,38.55,38.55,Cash,9,3,2024,2024-09,Thursday,2024-09-19,0
TXN043341,CUST00925,2024-09-19,20:11,18-25,Los Angeles,CA,58634,Gold,Accessories,Rolling Papers,2,5.04,10.08,Credit Card,9,3,2024,2024-09,Thursday,2024-09-19,0
TXN043342,CUST00925,2024-09-19,09:48,56+,Los Angeles,CA,35841,Gold,Concentrates,Distillate 1g,1,54.59,54.59,Debit Card,9,3,2024,2024-09,Thursday,2024-09-19,0
TXN043720,CUST00832,2024-09-19,09:02,36-45,Portland,OR,20515,Standard,Flower,OG Kush,1,38.27,38.27,Debit Card,9,3,2024,2024-09,Thursday,2024-09-08,11
TXN060080,CUST00325,2024-09-19,14:10,46-55,Boulder,CO,27754,Platinum,Concentrates,Shatter 1g,3,44.81,134.43,Digital Wallet,9,3,2024,2024-09,Thursday,2024-08-12,38
TXN061510,CUST00728,2024-09-19,17:46,18-25,San Francisco,CA,32106,Gold,Vapes,Disposable Vape,1,30.97,30.97,Debit Card,9,3,2024,2024-09,Thursday,2024-09-19,0
TXN061511,CUST00728,2024-09-19,10:40,18-25,San Francisco,CA,66469,Gold,Concentrates,Wax 1g,1,46.83,46.83,Digital Wallet,9,3,2024,2024-09,Thursday,2024-09-19,0
TXN065130,CUST00586,2024-09-19,20:11,46-55,Las Vegas,NV,41861,Silver,Flower,Gelato,1,43.05,43.05,Credit Card,9,3,2024,2024-09,Thursday,2024-07-31,50
TXN066030,CUST00371,2024-09-19,18:00,18-25,Los Angeles,CA,20718,Gold,Concentrates,Rosin 1g,1,58.67,58.67,Digital Wallet,9,3,2024,2024-09,Thursday,2024-08-05,45
TXN068850,CUST01189,2024-09-19,17:42,36-45,Las Vegas,NV,70090,Standard,Concentrates,Rosin 1g,1,60.92,60.92,Cash,9,3,2024,2024-09,Thursday,2024-07-06,75
TXN071970,CUST00490,2024-09-19,19:45,36-45,San Diego,CA,78749,Gold,Topicals,Massage Oil 200mg,1,44.24,44.24,Digital Wallet,9,3,2024,2024-09,Thursday,2024-07-08,73
TXN074730,CUST00657,2024-09-19,20:48,18-25,Denver,CO,76336,Silver,Flower,Blue Dream,1,35.29,35.29,Digital Wallet,9,3,2024,2024-09,Thursday,2024-07-16,65
TXN074731,CUST00657,2024-09-19,20:27,18-25,Denver,CO,70695,Silver,Accessories,Rolling Papers,1,5.13,5.13,Digital Wallet,9,3,2024,2024-09,Thursday,2024-07-16,65
TXN005940,CUST00191,2024-09-20,19:11,18-25,Phoenix,AZ,29254,Standard,Concentrates,Wax 1g,1,47.98,47.98,Debit Card,9,3,2024,2024-09,Friday,2024-09-20,0
TXN032700,CUST00078,2024-09-20,16:12,18-25,San Francisco,CA,17425,Standard,Accessories,Grinder,2,24.45,48.9,Credit Card,9,3,2024,2024-09,Friday,2024-07-13,69
TXN032701,CUST00078,2024-09-20,16:22,18-25,San Francisco,CA,67439,Standard,Topicals,CBD Lotion 100mg,1,39.11,39.11,Debit Card,9,3,2024,2024-09,Friday,2024-07-13,69
TXN032702,CUST00078,2024-09-20,19:07,18-25,San Francisco,CA,67880,Standard,Concentrates,Wax 1g,1,50.36,50.36,Cash,9,3,2024,2024-09,Friday,2024-07-13,69
TXN032703,CUST00078,2024-09-20,20:16,18-25,San Francisco,CA,76554,Standard,Edibles,Hard Candy 100mg,1,19.13,19.13,Cash,9,3,2024,2024-09,Friday,2024-07-13,69
TXN033600,CUST00023,2024-09-20,12:01,26-35,Portland,OR,15913,Standard,Accessories,Storage Container,1,15.46,15.46,Digital Wallet,9,3,2024,2024-09,Friday,2024-07-20,62
TXN036150,CUST00852,2024-09-20,20:27,18-25,Seattle,WA,74614,Standard,Accessories,Grinder,1,25.45,25.45,Cash,9,3,2024,2024-09,Friday,2024-07-05,77
TXN036151,CUST00852,2024-09-20,13:57,18-25,Seattle,WA,22745,Standard,Topicals,THC Balm 200mg,1,33.72,33.72,Debit Card,9,3,2024,2024-09,Friday,2024-07-05,77
TXN043200,CUST00923,2024-09-20,11:50,46-55,Los Angeles,CA,21441,Platinum,Concentrates,Wax 1g,3,48.52,145.56,Credit Card,9,3,2024,2024-09,Friday,2024-07-18,64
TXN043201,CUST00923,2024-09-20,14:20,46-55,Los Angeles,CA,80005,Platinum,Flower,Granddaddy Purple,1,39.44,39.44,Credit Card,9,3,2024,2024-09,Friday,2024-07-18,64
TXN043420,CUST01142,2024-09-20,10:04,26-35,Los Angeles,CA,77029,Silver,Topicals,Bath Bomb 100mg,1,24.92,24.92,Debit Card,9,3,2024,2024-09,Friday,2024-07-14,68
TXN043421,CUST01142,2024-09-20,10:44,26-35,Los Angeles,CA,73112,Silver,Edibles,Hard Candy 100mg,2,19.14,38.28,Cash,9,3,2024,2024-09,Friday,2024-07-14,68
TXN050460,CUST01031,2024-09-20,15:16,56+,Las Vegas,NV,72752,Silver,Edibles,Chocolate Bar 100mg,2,21.22,42.44,Debit Card,9,3,2024,2024-09,Friday,2024-07-10,72
TXN052610,CUST00416,2024-09-20,12:29,36-45,Tucson,AZ,88604,Silver,Concentrates,Shatter 1g,1,43.42,43.42,Debit Card,9,3,2024,2024-09,Friday,2024-09-11,9
TXN057010,CUST01168,2024-09-20,09:58,18-25,San Francisco,CA,73135,Silver,Topicals,Bath Bomb 100mg,2,25.14,50.28,Debit Card,9,3,2024,2024-09,Friday,2024-07-01,81
TXN060560,CUST00401,2024-09-20,14:32,46-55,Denver,CO,60981,Silver,Flower,Granddaddy Purple,1,36.39,36.39,Digital Wallet,9,3,2024,2024-09,Friday,2024-07-18,64
TXN063340,CUST01099,2024-09-20,09:03,56+,Boulder,CO,59746,Silver,Topicals,Massage Oil 200mg,1,45.83,45.83,Cash,9,3,2024,2024-09,Friday,2024-08-14,37
TXN063341,CUST01099,2024-09-20,10:10,56+,Boulder,CO,18638,Silver,Edibles,Cookies 50mg,1,17.34,17.34,Debit Card,9,3,2024,2024-09,Friday,2024-08-14,37
TXN063342,CUST01099,2024-09-20,13:12,18-25,Boulder,CO,13584,Silver,Topicals,THC Balm 200mg,1,35.28,35.28,Digital Wallet,9,3,2024,2024-09,Friday,2024-08-14,37
TXN073880,CUST00262,2024-09-20,15:28,46-55,Portland,OR,44744,Standard,Topicals,THC Balm 200mg,1,36.23,36.23,Digital Wallet,9,3,2024,2024-09,Friday,2024-08-03,48
TXN073881,CUST00262,2024-09-20,10:01,46-55,Portland,OR,70936,Standard,Flower,Gelato,1,42.11,42.11,Credit Card,9,3,2024,2024-09,Friday,2024-08-03,48
TXN073882,CUST00262,2024-09-20,14:16,46-55,Portland,OR,88872,Standard,Edibles,Brownies 100mg,2,19.32,38.64,Debit Card,9,3,2024,2024-09,Friday,2024-08-03,48
TXN076640,CUST00882,2024-09-20,12:17,46-55,Portland,OR,42056,Silver,Flower,Granddaddy Purple,2,36.47,72.94,Debit Card,9,3,2024,2024-09,Friday,2024-07-17,65
TXN079020,CUST00389,2024-09-20,09:48,18-25,Seattle,WA,18341,Gold,Edibles,Brownies 100mg,1,20.35,20.35,Credit Card,9,3,2024,2024-09,Friday,2024-09-20,0
TXN079021,CUST00389,2024-09-20,13:57,36-45,Seattle,WA,52117,Gold,Concentrates,Rosin 1g,1,59.5,59.5,Digital Wallet,9,3,2024,2024-09,Friday,2024-09-20,0
TXN079022,CUST00389,2024-09-20,15:00,36-45,Seattle,WA,91169,Gold,Concentrates,Live Resin 1g,1,49.78,49.78,Debit Card,9,3,2024,2024-09,Friday,2024-09-20,0
TXN079190,CUST00578,2024-09-20,20:57,36-45,San Diego,CA,54976,Standard,Accessories,Lighter,3,2.94,8.82,Credit Card,9,3,2024,2024-09,Friday,2024-07-01,81
TXN001940,CUST00719,2024-09-21,16:50,36-45,San Diego,CA,21539,Standard,Concentrates,Shatter 1g,1,43.51,43.51,Debit Card,9,3,2024,2024-09,Saturday,2024-08-19,33
TXN013800,CUST01172,2024-09-21,14:53,56+,Los Angeles,CA,56855,Standard,Concentrates,Live Resin 1g,1,50.83,50.83,Cash,9,3,2024,2024-09,Saturday,2024-09-21,0
TXN013801,CUST01172,2024-09-21,11:30,56+,Los Angeles,CA,34441,Standard,Concentrates,Shatter 1g,1,45.89,45.89,Digital Wallet,9,3,2024,2024-09,Saturday,2024-09-21,0
TXN026600,CUST00515,2024-09-21,11:19,18-25,Denver,CO,43356,Platinum,Edibles,Cookies 50mg,1,17.11,17.11,Digital Wallet,9,3,2024,2024-09,Saturday,2024-07-04,79
TXN029960,CUST00707,2024-09-21,17:58,36-45,Portland,OR,90010,Gold,Edibles,Brownies 100mg,1,19.1,19.1,Cash,9,3,2024,2024-09,Saturday,2024-07-16,67
TXN031940,CUST00280,2024-09-21,12:38,26-35,San Francisco,CA,21833,Standard,Accessories,Grinder,2,25.71,51.42,Digital Wallet,9,3,2024,2024-09,Saturday,2024-09-21,0
TXN045200,CUST00385,2024-09-21,11:29,56+,Phoenix,AZ,38522,Silver,Topicals,Massage Oil 200mg,2,43.61,87.22,Cash,9,3,2024,2024-09,Saturday,2024-09-21,0
TXN045201,CUST00385,2024-09-21,20:17,56+,Phoenix,AZ,56926,Silver,Accessories,Lighter,1,2.88,2.88,Credit Card,9,3,2024,2024-09,Saturday,2024-09-21,0
TXN047690,CUST00536,2024-09-21,19:56,18-25,San Diego,CA,40351,Gold,Topicals,Massage Oil 200mg,1,43.99,43.99,Credit Card,9,3,2024,2024-09,Saturday,2024-09-21,0
TXN047691,CUST00536,2024-09-21,11:43,18-25,San Diego,CA,52456,Gold,Accessories,Grinder,1,24.09,24.09,Cash,9,3,2024,2024-09,Saturday,2024-09-21,0
TXN047692,CUST00536,2024-09-21,11:43,18-25,San Diego,CA,75199,Gold,Edibles,Chocolate Bar 100mg,1,22.12,22.12,Credit Card,9,3,2024,2024-09,Saturday,2024-09-21,0
TXN047693,CUST00536,2024-09-21,18:03,18-25,San Diego,CA,10907,Gold,Accessories,Glass Pipe,1,29.22,29.22,Credit Card,9,3,2024,2024-09,Saturday,2024-09-21,0
TXN047980,CUST00608,2024-09-21,13:28,36-45,Boulder,CO,70089,Standard,Accessories,Storage Container,1,15.74,15.74,Debit Card,9,3,2024,2024-09,Saturday,2024-07-08,75
TXN047981,CUST00608,2024-09-21,15:03,36-45,Boulder,CO,10372,Standard,Edibles,Gummy Bears 100mg,1,23.95,23.95,Credit Card,9,3,2024,2024-09,Saturday,2024-07-08,75
TXN055230,CUST01163,2024-09-21,10:12,18-25,Tucson,AZ,39979,Platinum,Concentrates,Shatter 1g,3,46.0,138.0,Digital Wallet,9,3,2024,2024-09,Saturday,2024-09-21,0
TXN056160,CUST00775,2024-09-21,13:25,56+,San Diego,CA,91937,Standard,Accessories,Grinder,1,25.02,25.02,Credit Card,9,3,2024,2024-09,Saturday,2024-07-02,81
TXN066550,CUST00324,2024-09-21,12:38,36-45,Phoenix,AZ,59505,Silver,Flower,OG Kush,1,38.99,38.99,Cash,9,3,2024,2024-09,Saturday,2024-08-20,32
TXN066551,CUST00324,2024-09-21,13:23,36-45,Phoenix,AZ,18980,Silver,Concentrates,Live Resin 1g,1,50.45,50.45,Credit Card,9,3,2024,2024-09,Saturday,2024-08-20,32
TXN066650,CUST00247,2024-09-21,11:13,18-25,Denver,CO,41678,Silver,Accessories,Grinder,1,24.88,24.88,Debit Card,9,3,2024,2024-09,Saturday,2024-08-29,23
TXN069950,CUST01117,2024-09-21,13:22,46-55,San Francisco,CA,60900,Gold,Accessories,Glass Pipe,2,28.62,57.24,Digital Wallet,9,3,2024,2024-09,Saturday,2024-09-07,14
TXN069951,CUST01117,2024-09-21,16:43,46-55,San Francisco,CA,63981,Gold,Edibles,Hard Candy 100mg,1,19.17,19.17,Debit Card,9,3,2024,2024-09,Saturday,2024-09-07,14
TXN075650,CUST00736,2024-09-21,10:51,36-45,San Diego,CA,28044,Gold,Topicals,Bath Bomb 100mg,1,24.39,24.39,Debit Card,9,3,2024,2024-09,Saturday,2024-09-21,0
TXN075651,CUST00736,2024-09-21,17:13,36-45,San Diego,CA,10126,Gold,Topicals,THC Balm 200mg,1,35.6,35.6,Digital Wallet,9,3,2024,2024-09,Saturday,2024-09-21,0
TXN075652,CUST00736,2024-09-21,11:19,36-45,San Diego,CA,82808,Gold,Flower,Gelato,2,45.35,90.7,Debit Card,9,3,2024,2024-09,Saturday,2024-09-21,0
TXN004700,CUST00652,2024-09-22,11:31,46-55,San Francisco,CA,21415,Gold,Accessories,Grinder,2,25.94,51.88,Credit Card,9,3,2024,2024-09,Sunday,2024-07-24,60
TXN004701,CUST00652,2024-09-22,10:30,46-55,San Francisco,CA,96853,Gold,Concentrates,Rosin 1g,3,59.8,179.39999999999998,Digital Wallet,9,3,2024,2024-09,Sunday,2024-07-24,60
TXN030820,CUST00341,2024-09-22,19:17,36-45,Phoenix,AZ,39331,Silver,Flower,OG Kush,1,38.94,38.94,Digital Wallet,9,3,2024,2024-09,Sunday,2024-07-04,80
TXN030821,CUST00341,2024-09-22,13:25,36-45,Phoenix,AZ,14784,Silver,Flower,OG Kush,1,39.25,39.25,Debit Card,9,3,2024,2024-09,Sunday,2024-07-04,80
TXN034640,CUST01133,2024-09-22,20:22,56+,San Francisco,CA,76135,Platinum,Topicals,Bath Bomb 100mg,1,25.22,25.22,Debit Card,9,3,2024,2024-09,Sunday,2024-07-18,66
TXN034641,CUST01133,2024-09-22,16:33,18-25,San Francisco,CA,78585,Platinum,Edibles,Hard Candy 100mg,1,20.0,20.0,Cash,9,3,2024,2024-09,Sunday,2024-07-18,66
TXN044220,CUST00406,2024-09-22,13:33,26-35,Las Vegas,NV,40401,Standard,Vapes,Hybrid Cart 0.5g,1,36.72,36.72,Debit Card,9,3,2024,2024-09,Sunday,2024-07-09,75
TXN044350,CUST00115,2024-09-22,11:35,46-55,Phoenix,AZ,74899,Silver,Accessories,Lighter,1,3.08,3.08,Credit Card,9,3,2024,2024-09,Sunday,2024-09-22,0
TXN044351,CUST00115,2024-09-22,17:45,46-55,Phoenix,AZ,34421,Silver,Concentrates,Rosin 1g,1,61.81,61.81,Debit Card,9,3,2024,2024-09,Sunday,2024-09-22,0
TXN044352,CUST00115,2024-09-22,18:39,46-55,Phoenix,AZ,22429,Silver,Edibles,Gummy Bears 100mg,1,23.95,23.95,Digital Wallet,9,3,2024,2024-09,Sunday,2024-09-22,0
TXN064020,CUST00301,2024-09-22,12:50,46-55,Seattle,WA,90684,Platinum,Vapes,Live Resin Cart 0.5g,1,46.22,46.22,Credit Card,9,3,2024,2024-09,Sunday,2024-07-04,80
TXN064021,CUST00301,2024-09-22,13:57,46-55,Seattle,WA,92192,Platinum,Edibles,Gummy Bears 100mg,1,24.82,24.82,Digital Wallet,9,3,2024,2024-09,Sunday,2024-07-04,80
TXN064022,CUST00301,2024-09-22,10:41,46-55,Seattle,WA,25321,Platinum,Vapes,Live Resin Cart 0.5g,1,46.31,46.31,Cash,9,3,2024,2024-09,Sunday,2024-07-04,80
TXN068360,CUST00183,2024-09-22,15:23,26-35,Portland,OR,67531,Platinum,Topicals,Massage Oil 200mg,1,45.43,45.43,Credit Card,9,3,2024,2024-09,Sunday,2024-07-24,60
TXN001550,CUST00296,2024-09-23,15:37,26-35,Tucson,AZ,93138,Gold,Flower,Girl Scout Cookies,3,40.55,121.64999999999999,Cash,9,3,2024,2024-09,Monday,2024-09-23,0
TXN003550,CUST00552,2024-09-23,12:54,36-45,Seattle,WA,19123,Platinum,Concentrates,Distillate 1g,1,54.49,54.49,Digital Wallet,9,3,2024,2024-09,Monday,2024-07-22,63
TXN003551,CUST00552,2024-09-23,19:06,18-25,Seattle,WA,61952,Platinum,Vapes,Hybrid Cart 0.5g,1,36.75,36.75,Digital Wallet,9,3,2024,2024-09,Monday,2024-07-22,63
TXN014450,CUST00701,2024-09-23,14:04,46-55,Seattle,WA,76254,Gold,Vapes,Live Resin Cart 0.5g,1,43.67,43.67,Debit Card,9,3,2024,2024-09,Monday,2024-07-07,78
TXN014451,CUST00701,2024-09-23,12:17,46-55,Seattle,WA,64841,Gold,Accessories,Grinder,1,24.64,24.64,Cash,9,3,2024,2024-09,Monday,2024-07-07,78
TXN014452,CUST00701,2024-09-23,19:10,46-55,Seattle,WA,25588,Gold,Concentrates,Rosin 1g,2,59.1,118.2,Cash,9,3,2024,2024-09,Monday,2024-07-07,78
TXN015250,CUST00511,2024-09-23,15:20,18-25,Tucson,AZ,11389,Silver,Edibles,Hard Candy 100mg,1,20.46,20.46,Debit Card,9,3,2024,2024-09,Monday,2024-07-14,71
TXN016970,CUST00623,2024-09-23,19:43,56+,Las Vegas,NV,24899,Standard,Edibles,Brownies 100mg,1,20.05,20.05,Cash,9,3,2024,2024-09,Monday,2024-09-12,11
TXN017980,CUST00666,2024-09-23,12:12,26-35,Boulder,CO,62652,Standard,Vapes,Live Resin Cart 0.5g,1,46.6,46.6,Debit Card,9,3,2024,2024-09,Monday,2024-09-23,0
TXN050960,CUST01069,2024-09-23,14:12,18-25,Boulder,CO,91560,Platinum,Topicals,CBD Lotion 100mg,1,38.48,38.48,Cash,9,3,2024,2024-09,Monday,2024-09-23,0
TXN050961,CUST01069,2024-09-23,12:25,18-25,Boulder,CO,48080,Platinum,Flower,OG Kush,1,40.5,40.5,Digital Wallet,9,3,2024,2024-09,Monday,2024-09-23,0
TXN067630,CUST00113,2024-09-23,09:12,46-55,Seattle,WA,93007,Silver,Vapes,Disposable Vape,1,29.09,29.09,Cash,9,3,2024,2024-09,Monday,2024-09-23,0
TXN068190,CUST01101,2024-09-23,11:17,56+,Phoenix,AZ,31770,Standard,Vapes,Disposable Vape,1,31.19,31.19,Cash,9,3,2024,2024-09,Monday,2024-09-23,0
TXN068191,CUST01101,2024-09-23,15:46,56+,Phoenix,AZ,70275,Standard,Topicals,CBD Lotion 100mg,1,40.8,40.8,Credit Card,9,3,2024,2024-09,Monday,2024-09-23,0
TXN074300,CUST00457,2024-09-23,13:20,26-35,Seattle,WA,30869,Silver,Topicals,THC Balm 200mg,1,36.0,36.0,Digital Wallet,9,3,2024,2024-09,Monday,2024-09-23,0
TXN077730,CUST00989,2024-09-23,10:21,26-35,Tucson,AZ,88219,Platinum,Accessories,Lighter,1,3.1,3.1,Cash,9,3,2024,2024-09,Monday,2024-07-28,57
TXN077731,CUST00989,2024-09-23,18:37,26-35,Tucson,AZ,76321,Platinum,Flower,Girl Scout Cookies,1,42.6,42.6,Cash,9,3,2024,2024-09,Monday,2024-07-28,57
TXN077732,CUST00989,2024-09-23,11:05,26-35,Tucson,AZ,92726,Platinum,Concentrates,Shatter 1g,1,45.87,45.87,Digital Wallet,9,3,2024,2024-09,Monday,2024-07-28,57
TXN077733,CUST00989,2024-09-23,13:22,26-35,Tucson,AZ,89762,Platinum,Concentrates,Live Resin 1g,1,52.07,52.07,Digital Wallet,9,3,2024,2024-09,Monday,2024-07-28,57
TXN005330,CUST01178,2024-09-24,11:53,18-25,Seattle,WA,17044,Gold,Vapes,Live Resin Cart 0.5g,1,45.76,45.76,Cash,9,3,2024,2024-09,Tuesday,2024-08-16,39
TXN005331,CUST01178,2024-09-24,12:22,18-25,Seattle,WA,64932,Gold,Flower,Wedding Cake,1,46.14,46.14,Debit Card,9,3,2024,2024-09,Tuesday,2024-08-16,39
TXN005332,CUST01178,2024-09-24,14:58,18-25,Seattle,WA,84752,Gold,Vapes,Live Resin Cart 0.5g,1,46.28,46.28,Digital Wallet,9,3,2024,2024-09,Tuesday,2024-08-16,39
TXN006170,CUST00865,2024-09-24,09:49,46-55,Denver,CO,74673,Silver,Vapes,Disposable Vape,2,30.07,60.14,Debit Card,9,3,2024,2024-09,Tuesday,2024-07-16,70
TXN015690,CUST00869,2024-09-24,11:05,46-55,San Francisco,CA,40276,Standard,Vapes,Sativa Cart 0.5g,1,36.01,36.01,Credit Card,9,3,2024,2024-09,Tuesday,2024-09-24,0
TXN015691,CUST00869,2024-09-24,19:48,46-55,San Francisco,CA,35325,Standard,Flower,Blue Dream,1,35.2,35.2,Debit Card,9,3,2024,2024-09,Tuesday,2024-09-24,0
TXN015692,CUST00869,2024-09-24,19:43,46-55,San Francisco,CA,83489,Standard,Topicals,Bath Bomb 100mg,1,24.69,24.69,Credit Card,9,3,2024,2024-09,Tuesday,2024-09-24,0
TXN022280,CUST00012,2024-09-24,09:00,36-45,San Francisco,CA,64516,Silver,Flower,Sour Diesel,2,36.71,73.42,Cash,9,3,2024,2024-09,Tuesday,2024-09-15,9
TXN035860,CUST00824,2024-09-24,09:59,56+,Portland,OR,99856,Standard,Accessories,Rolling Papers,1,5.04,5.04,Debit Card,9,3,2024,2024-09,Tuesday,2024-07-03,83
TXN038250,CUST00801,2024-09-24,10:57,36-45,Las Vegas,NV,24765,Standard,Concentrates,Live Resin 1g,1,52.29,52.29,Cash,9,3,2024,2024-09,Tuesday,2024-09-24,0
TXN040490,CUST00760,2024-09-24,18:50,18-25,San Francisco,CA,39694,Standard,Flower,Pineapple Express,2,35.6,71.2,Cash,9,3,2024,2024-09,Tuesday,2024-09-15,9
TXN040491,CUST00760,2024-09-24,09:35,18-25,San Francisco,CA,22805,Standard,Concentrates,Distillate 1g,2,56.16,112.32,Credit Card,9,3,2024,2024-09,Tuesday,2024-09-15,9
TXN048540,CUST00032,2024-09-24,18:47,56+,Tucson,AZ,47529,Silver,Concentrates,Shatter 1g,1,43.74,43.74,Cash,9,3,2024,2024-09,Tuesday,2024-07-22,64
TXN048541,CUST00032,2024-09-24,11:42,56+,Tucson,AZ,40675,Silver,Vapes,Indica Cart 0.5g,1,33.68,33.68,Digital Wallet,9,3,2024,2024-09,Tuesday,2024-07-22,64
TXN053430,CUST00159,2024-09-24,19:14,46-55,Boulder,CO,85034,Silver,Edibles,Hard Candy 100mg,1,20.34,20.34,Debit Card,9,3,2024,2024-09,Tuesday,2024-09-11,13
TXN053431,CUST00159,2024-09-24,12:50,46-55,Boulder,CO,43920,Silver,Topicals,Bath Bomb 100mg,1,24.45,24.45,Credit Card,9,3,2024,2024-09,Tuesday,2024-09-11,13
TXN053432,CUST00159,2024-09-24,09:06,46-55,Boulder,CO,44507,Silver,Accessories,Glass Pipe,3,31.37,94.11,Cash,9,3,2024,2024-09,Tuesday,2024-09-11,13
TXN055620,CUST00416,2024-09-24,10:19,26-35,Las Vegas,NV,85042,Standard,Vapes,Live Resin Cart 0.5g,1,44.75,44.75,Digital Wallet,9,3,2024,2024-09,Tuesday,2024-09-11,13
TXN055621,CUST00416,2024-09-24,14:42,26-35,Las Vegas,NV,11284,Standard,Accessories,Rolling Papers,1,5.0,5.0,Cash,9,3,2024,2024-09,Tuesday,2024-09-11,13
TXN060330,CUST00247,2024-09-24,14:23,56+,San Francisco,CA,96128,Standard,Topicals,Massage Oil 200mg,1,45.46,45.46,Cash,9,3,2024,2024-09,Tuesday,2024-08-29,26
TXN061960,CUST00557,2024-09-24,10:37,46-55,Seattle,WA,93171,Standard,Flower,Blue Dream,1,35.22,35.22,Digital Wallet,9,3,2024,2024-09,Tuesday,2024-09-24,0
TXN061961,CUST00557,2024-09-24,19:27,46-55,Seattle,WA,19900,Standard,Topicals,Bath Bomb 100mg,1,25.89,25.89,Digital Wallet,9,3,2024,2024-09,Tuesday,2024-09-24,0
TXN076110,CUST00841,2024-09-24,10:28,26-35,Denver,CO,26300,Platinum,Edibles,Hard Candy 100mg,3,20.22,60.66,Digital Wallet,9,3,2024,2024-09,Tuesday,2024-09-24,0
TXN076620,CUST00091,2024-09-24,18:45,36-45,Portland,OR,84799,Silver,Concentrates,Live Resin 1g,1,47.53,47.53,Credit Card,9,3,2024,2024-09,Tuesday,2024-08-23,32
TXN076621,CUST00091,2024-09-24,14:49,36-45,Portland,OR,30600,Silver,Topicals,Bath Bomb 100mg,1,24.42,24.42,Digital Wallet,9,3,2024,2024-09,Tuesday,2024-08-23,32
TXN000240,CUST00111,2024-09-25,18:54,26-35,San Francisco,CA,19545,Gold,Edibles,Chocolate Bar 100mg,1,21.44,21.44,Digital Wallet,9,3,2024,2024-09,Wednesday,2024-07-04,83
TXN001400,CUST00764,2024-09-25,18:24,26-35,San Francisco,CA,65448,Gold,Concentrates,Shatter 1g,1,44.63,44.63,Debit Card,9,3,2024,2024-09,Wednesday,2024-08-04,52
TXN012330,CUST00077,2024-09-25,16:50,36-45,Las Vegas,NV,58080,Standard,Vapes,Hybrid Cart 0.5g,1,35.52,35.52,Digital Wallet,9,3,2024,2024-09,Wednesday,2024-07-26,61
TXN015410,CUST00026,2024-09-25,17:03,18-25,Seattle,WA,92027,Gold,Concentrates,Distillate 1g,1,53.92,53.92,Credit Card,9,3,2024,2024-09,Wednesday,2024-08-24,32
TXN015411,CUST00026,2024-09-25,20:02,18-25,Seattle,WA,27655,Gold,Accessories,Lighter,1,3.13,3.13,Credit Card,9,3,2024,2024-09,Wednesday,2024-08-24,32
TXN029600,CUST00925,2024-09-25,18:59,18-25,San Diego,CA,99341,Standard,Edibles,Mints 50mg,1,15.38,15.38,Credit Card,9,3,2024,2024-09,Wednesday,2024-09-19,6
TXN029860,CUST00419,2024-09-25,19:30,18-25,Los Angeles,CA,84535,Platinum,Vapes,Hybrid Cart 0.5g,1,33.58,33.58,Cash,9,3,2024,2024-09,Wednesday,2024-07-11,76
TXN029861,CUST00419,2024-09-25,11:12,18-25,Los Angeles,CA,75621,Platinum,Vapes,Indica Cart 0.5g,3,36.29,108.87,Cash,9,3,2024,2024-09,Wednesday,2024-07-11,76
TXN029862,CUST00419,2024-09-25,20:34,18-25,Los Angeles,CA,30199,Platinum,Flower,Sour Diesel,1,36.76,36.76,Cash,9,3,2024,2024-09,Wednesday,2024-07-11,76
